Time,MAXGEX,MINGEX,MAXVEX,MINVEX,MAXDEX,MINDEX,ZERO,BAC,SAC,BAP,SAP,MAXCP,MINCP,LONGGAMMA,SHORTGAMMA,LONGCALLS,SHORTCALLS,LONGPUTS,SHORTPUTS,INV_BAC,INV_SAC,INV_BAP,INV_SAP,NET_CALL_FLOW,NET_PUT_FLOW,ZERO_OI,SPOT
2026-07-12 11:38:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:39:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:40:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:41:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:42:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:43:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:44:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:45:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:46:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:47:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:48:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:49:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:50:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:51:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:52:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:53:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:54:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:55:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:56:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:57:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:58:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 11:59:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.86,2996.7
2026-07-12 12:00:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:01:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:02:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:03:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:04:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:05:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:06:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:07:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:08:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:09:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:10:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:11:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:12:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:13:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:14:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:15:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:16:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:17:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:18:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:19:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:20:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:21:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:22:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:23:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:24:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:25:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.85,2996.7
2026-07-12 12:26:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:27:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:28:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:29:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:30:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:31:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:32:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:33:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:34:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:35:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:36:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:37:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:38:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:39:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:40:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:41:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:42:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:43:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:44:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:45:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:46:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:47:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:48:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:49:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:50:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.84,2996.7
2026-07-12 12:51:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 12:52:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 12:53:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 12:54:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 12:55:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 12:56:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 12:57:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 12:58:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 12:59:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:00:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:01:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:02:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:03:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:04:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:05:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:06:00,2990.0,,,3000.0,2990.0,3010.0,2991.63,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:07:00,2990.0,,,3000.0,2990.0,3010.0,2991.62,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
2026-07-12 13:08:00,2990.0,,,3000.0,2990.0,3010.0,2991.62,,,,,3010.0,3030.0,3030.0,3000.0,3020.0,2990.0,3030.0,3000.0,49.0,137.0,286.0,286.0,-88.0,0.0,2976.83,2996.7
